City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Maturin,VE,9.75,-63.1767,86.0,69,44,6.76,scattered clouds
363,Aquiraz,BR,-3.9014,-38.3911,91.22,54,32,17.22,scattered clouds
364,Bria,CF,6.5423,21.9863,74.91,82,98,4.25,overcast clouds
365,Bontang,ID,0.1333,117.5,80.69,85,41,3.58,scattered clouds
366,Gat,IL,31.61,34.7642,83.39,49,36,12.88,scattered clouds
367,Sorland,NO,67.667,12.6934,40.86,75,40,5.75,scattered clouds
368,Waddan,LY,29.1614,16.139,76.64,17,0,12.55,clear sky
369,Hofn,IS,64.2539,-15.2082,48.22,49,20,16.11,few clouds
370,Potiskum,NG,11.7091,11.0694,98.1,11,4,6.78,clear sky
371,Zigong,CN,29.3416,104.7769,58.51,83,100,0.89,light rain
372,Illintsi,UA,49.1048,29.2177,56.32,45,5,7.23,clear sky
373,Mookane,BW,-23.688,26.6595,95.76,4,0,7.11,clear sky
374,Odessa,UA,46.4775,30.7326,55.33,62,0,6.71,clear sky
375,Izumo,JP,35.3667,132.7667,62.55,83,16,6.31,few clouds
376,Hami,CN,42.8,93.45,54.64,22,68,6.02,broken clouds
377,Kaniama,CD,-7.5667,24.1833,73.4,77,86,3.74,overcast clouds
378,Egvekinot,RU,66.3167,-179.1667,12.33,78,31,7.34,scattered clouds
379,Oktyabrskiy,RU,54.4815,53.471,52.93,69,100,12.21,overcast clouds
380,Solnechnyy,RU,50.7214,136.6319,25.45,81,99,0.74,overcast clouds
381,Poum,NC,-20.2333,164.0167,73.8,74,62,13.96,broken clouds
382,North Bend,US,43.4065,-124.2243,48.85,99,90,8.05,fog
383,Puerto El Triunfo,SV,13.2833,-88.55,82.56,72,4,0.72,clear sky
384,Cockburn Town,TC,21.4612,-71.1419,82.38,71,18,7.56,few clouds
385,Eyl,SO,7.9803,49.8164,82.69,69,100,13.31,overcast clouds
386,Macklin,CA,52.3334,-109.9348,25.93,52,1,6.17,clear sky
387,Wuwei,CN,37.9281,102.6414,46.4,33,86,4.16,overcast clouds
388,Elesbao Veloso,BR,-6.2019,-42.1403,94.06,37,43,5.77,scattered clouds
389,Codrington,AU,-38.2667,141.9667,53.26,74,100,23.33,overcast clouds
390,Karakol,KG,42.4907,78.3936,41.43,58,6,5.86,clear sky
391,Bathsheba,BB,13.2167,-59.5167,88.41,70,40,14.97,scattered clouds
392,Araouane,ML,18.9048,-3.5265,102.52,6,73,11.01,broken clouds
393,Zabol,AF,32.25,67.25,60.84,9,0,8.99,clear sky
394,Sheffield Lake,US,41.4875,-82.1015,71.83,89,90,1.01,overcast clouds
395,Baiyin,CN,36.5583,104.2081,45.48,68,97,6.11,overcast clouds
396,Lalibela,ET,12.0333,39.0333,64.24,48,27,6.98,scattered clouds
397,Beinamar,TD,8.6698,15.3813,86.63,56,52,2.98,broken clouds
398,Shelabolikha,RU,53.4131,82.6167,38.66,74,0,6.93,clear sky
399,Nadezhda,RU,44.1,44.6,61.09,41,0,6.93,clear sky
400,Gotsu,JP,35.0,132.2167,65.52,85,9,3.83,clear sky
401,Kupang,ID,-10.1667,123.5833,80.85,80,73,9.31,broken clouds
402,Haines Junction,CA,60.7522,-137.5108,22.95,93,100,3.44,light snow
403,Christchurch,NZ,-43.5333,172.6333,50.2,85,90,6.91,overcast clouds
404,Shache,CN,38.4167,77.2406,55.02,18,0,3.47,clear sky
405,Olinda,BR,-8.0089,-34.8553,85.73,66,40,11.5,scattered clouds
406,Babanka,UA,48.7097,30.4483,51.33,50,3,5.86,clear sky
407,Arandis,NA,-22.4167,14.9667,57.47,33,1,17.27,clear sky
408,Papayal,PE,-4.0761,-80.7361,83.08,47,96,1.41,overcast clouds
409,Kampene,CD,-3.6,26.6667,80.26,68,73,2.89,broken clouds
410,Homer,US,59.6425,-151.5483,38.8,78,90,0.0,overcast clouds
411,Rabo De Peixe,PT,37.8,-25.5833,72.91,83,20,11.5,few clouds
412,Qabaqcol,AZ,41.72,46.2647,64.44,74,53,4.14,broken clouds
413,Aksarka,RU,66.5606,67.7975,39.97,97,100,5.59,overcast clouds
414,Cocentaina,ES,38.7398,-0.4398,79.25,40,21,7.67,few clouds
415,Pishva,IR,35.308,51.7267,81.25,17,0,3.24,clear sky
416,Pskov,RU,57.8136,28.3496,46.31,93,90,11.18,light intensity drizzle
417,Saint-Doulchard,FR,47.1037,2.352,62.98,42,77,5.75,broken clouds
418,Pelym,RU,61.0108,61.9978,46.98,68,100,10.51,overcast clouds
419,Husavik,IS,66.0449,-17.3389,42.71,96,99,6.67,overcast clouds
420,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,20.71,few clouds
421,Methoni,GR,36.8197,21.7049,65.21,65,97,22.62,overcast clouds
422,Manyana,BW,-23.4,21.7167,96.1,6,1,10.31,clear sky
423,Grindavik,IS,63.8424,-22.4338,44.55,93,75,13.8,broken clouds
424,Camana,PE,-16.6228,-72.7111,63.64,82,83,10.33,broken clouds
425,Udachnyy,RU,66.4167,112.4,17.65,84,100,16.06,overcast clouds
426,Lumeje,AO,-11.55,20.7833,94.37,13,14,6.38,few clouds
427,Dunda,TZ,-8.1167,34.25,81.91,39,67,7.94,broken clouds
428,Omagari,JP,39.45,140.4833,56.34,90,84,1.63,broken clouds
429,Jadu,LY,31.953,12.0261,63.75,28,0,14.14,clear sky
430,San Rafael,AR,-34.6177,-68.3301,56.97,22,0,11.61,clear sky
431,Hailar,CN,49.2,119.7,19.42,68,98,14.29,overcast clouds
432,Florence,IT,43.7667,11.25,69.53,38,0,8.05,clear sky
433,Eureka,US,40.8021,-124.1637,49.24,94,4,3.47,clear sky
434,Amga,RU,60.8953,131.9608,16.54,97,96,3.13,overcast clouds
435,Le Mans,FR,48.0,0.2,64.62,52,0,5.75,clear sky
436,Mina,MX,26.0011,-100.5299,78.06,58,29,1.77,scattered clouds
437,Wangaratta,AU,-36.3667,146.3333,50.2,87,90,14.97,overcast clouds
438,El Alto,PE,-4.2714,-81.2147,71.26,66,100,12.68,overcast clouds
439,Brasilia De Minas,BR,-16.2064,-44.4333,87.78,43,91,4.03,overcast clouds
440,Clayton,US,33.5335,-84.3666,76.55,77,40,1.99,scattered clouds
441,Turukhansk,RU,65.8167,87.9833,34.39,95,100,11.95,overcast clouds
442,Vao,NC,-22.6667,167.4833,69.71,80,100,15.9,overcast clouds
443,Nova Olimpia,BR,-14.7972,-57.2881,101.88,28,65,8.46,light rain
444,Beringovskiy,RU,63.05,179.3167,14.43,87,56,6.69,broken clouds
445,Westport,US,41.1415,-73.3579,75.27,81,1,1.99,clear sky
446,Usinsk,RU,65.9939,57.5281,40.08,80,100,10.27,overcast clouds
447,Abong Mbang,CM,3.9833,13.1833,73.94,87,90,4.56,moderate rain
448,Sumter,US,28.7086,-82.0831,84.25,81,19,4.83,few clouds
449,Rio Gallegos,AR,-51.6226,-69.2181,57.25,28,40,18.41,scattered clouds
450,Batagay-Alyta,RU,67.8006,130.4114,1.36,92,29,4.14,scattered clouds
451,Vidim,RU,56.4088,103.1106,26.69,49,100,8.39,overcast clouds
452,Ambanja,MG,-13.6833,48.45,84.13,75,35,5.1,light rain
453,Pareora,NZ,-44.4871,171.2132,45.68,87,15,5.01,few clouds
454,Ilo,PE,-17.6394,-71.3375,63.46,68,90,9.22,overcast clouds
455,Khorramshahr,IR,30.4397,48.1664,103.96,10,0,11.5,clear sky
456,Dukhovnitskoye,RU,52.4828,48.2137,49.35,55,93,8.63,overcast clouds
457,Fuyu,CN,45.1833,124.8167,32.54,38,3,18.34,clear sky
458,Ixtapa,MX,20.7,-105.2,77.23,77,1,2.73,clear sky
459,Palmer,US,42.1584,-72.3287,72.25,77,75,1.01,broken clouds
460,Takoradi,GH,4.8845,-1.7554,82.81,74,36,10.67,light rain
461,Oranjemund,NA,-28.55,16.4333,60.46,65,99,17.74,overcast clouds
462,Rosetta,EG,31.4044,30.4164,89.42,56,6,16.15,clear sky
463,San Quintin,MX,30.4833,-115.95,67.66,53,0,3.78,clear sky
464,Vuktyl,RU,63.8567,57.3094,44.56,66,100,10.02,overcast clouds
465,Bojnurd,IR,37.4747,57.329,66.15,34,0,11.5,clear sky
466,Fairlie,GB,55.756,-4.8556,53.42,67,20,1.01,few clouds
467,Kologriv,RU,58.8275,44.3178,42.46,93,100,7.76,overcast clouds
468,Faranah,GN,10.0404,-10.7434,87.12,58,63,2.19,broken clouds
469,Ambatofinandrahana,MG,-20.55,46.8,68.9,51,0,15.7,clear sky
470,Xiamen,CN,24.4798,118.0819,83.25,65,0,8.95,clear sky
471,Jamiltepec,MX,16.2833,-97.8167,80.4,69,21,1.45,few clouds
472,Coihaique,CL,-45.5752,-72.0662,49.95,57,75,5.75,broken clouds
473,Agapia,RO,47.1667,26.2833,53.2,68,73,7.31,broken clouds
474,Mareeba,AU,-17.0,145.4333,70.45,94,88,2.21,overcast clouds
475,Choya,RU,52.0108,86.5467,36.05,75,0,3.18,clear sky
476,Harper,LR,4.375,-7.7169,82.51,76,30,7.56,light rain
477,Okha,RU,53.5739,142.9478,33.66,63,66,17.29,broken clouds
478,Basco,PH,20.4487,121.9702,82.71,68,43,19.82,scattered clouds
479,Flin Flon,CA,54.7682,-101.865,37.24,87,75,6.91,broken clouds
480,Derzhavinsk,KZ,51.1,66.3167,48.07,60,0,7.23,clear sky
481,Nelson Bay,AU,-32.7167,152.15,58.75,68,41,4.0,scattered clouds
482,Ambagarh Chauki,IN,20.7833,80.7167,74.3,97,100,1.36,overcast clouds
483,Pangai,TO,-19.8,-174.35,76.59,65,0,0.76,clear sky
484,Tacuati,PY,-23.45,-56.5833,72.54,99,96,6.22,moderate rain
485,Manavalakurichi,IN,8.1333,77.3,80.69,85,62,13.0,broken clouds
486,Te Anau,NZ,-45.4167,167.7167,36.61,92,82,2.21,broken clouds
487,Puerto Escondido,MX,15.85,-97.0667,84.11,68,38,2.75,scattered clouds
488,Sur,OM,22.5667,59.5289,84.11,62,0,9.57,clear sky
489,Tupik,RU,54.4253,119.9327,17.83,50,94,5.64,overcast clouds
490,Mashhad,IR,36.297,59.6062,62.74,29,0,9.22,clear sky
491,Bagru,IN,26.8088,75.5423,82.74,25,0,2.93,clear sky
492,Bhind,IN,26.5642,78.7883,82.63,38,0,3.06,clear sky
493,Uusikaupunki,FI,60.8004,21.4084,50.52,84,81,20.02,broken clouds
494,Bam,IR,29.106,58.357,75.74,10,0,10.65,clear sky
495,Weihai,CN,37.5017,122.1136,59.68,63,100,30.85,light rain
496,Sooke,CA,48.3746,-123.7276,51.93,98,100,9.22,moderate rain
497,Clyde River,CA,70.4692,-68.5914,28.63,80,40,5.75,scattered clouds
498,Bodden Town,KY,19.2833,-81.25,89.01,75,20,5.01,few clouds
499,Visnes,NO,59.3556,5.2242,49.89,71,75,21.85,light intensity drizzle
500,Valmiera,LV,57.5411,25.4275,51.42,87,100,16.51,overcast clouds
501,Hobyo,SO,5.3505,48.5268,79.95,79,99,20.87,overcast clouds
502,Le Moule,GP,16.3332,-61.3473,87.84,77,42,15.75,scattered clouds
503,Kiruna,SE,67.8557,20.2251,31.12,80,90,8.05,overcast clouds
504,Kaduna,NG,10.5222,7.4383,92.34,22,75,8.34,broken clouds
505,Havoysund,NO,70.9963,24.6622,37.63,61,100,9.57,overcast clouds
506,Rincon,US,32.296,-81.2354,79.25,73,20,4.61,few clouds
507,Qaqortoq,GL,60.7167,-46.0333,34.3,42,100,4.14,overcast clouds
508,Gunjur,GM,13.2019,-16.7339,93.27,62,20,0.0,few clouds
509,Salinas,US,36.6777,-121.6555,63.03,49,1,10.36,clear sky
510,Lorengau,PG,-2.0226,147.2712,82.99,78,9,10.04,clear sky
511,Butembo,CD,0.15,29.2833,62.22,96,82,2.15,moderate rain
512,Teahupoo,PF,-17.8333,-149.2667,69.76,79,26,14.27,light rain
513,Coahuayana,MX,18.7333,-103.6833,82.72,75,5,1.54,clear sky
514,Zaozerne,UA,45.1582,33.2787,60.94,55,68,18.61,broken clouds
515,Komatipoort,ZA,-25.4332,31.9548,93.06,19,0,9.86,clear sky
516,Acarau,BR,-2.8856,-40.12,90.05,58,100,20.11,overcast clouds
517,Liberal,US,37.0431,-100.921,46.67,87,1,6.91,clear sky
518,Nipawin,CA,53.3668,-104.0009,32.04,93,1,8.05,clear sky
519,Batemans Bay,AU,-35.7167,150.1833,55.2,85,83,7.52,broken clouds
520,Pombia,IT,45.653,8.6336,64.31,57,0,5.75,clear sky
521,Matara,LK,5.9485,80.5353,79.23,87,67,10.94,broken clouds
522,Ust-Maya,RU,60.4167,134.5333,19.2,86,89,5.7,overcast clouds
523,Manzhouli,CN,49.6,117.4333,19.33,58,66,14.43,broken clouds
524,Ariyalur,IN,11.1333,79.0833,87.96,78,99,9.4,overcast clouds
525,Porbandar,IN,21.6422,69.6093,83.7,55,41,9.6,scattered clouds
526,Omboue,GA,-1.5746,9.2618,81.18,72,92,10.29,overcast clouds
527,Caraquet,CA,47.7941,-64.9386,54.14,98,98,4.52,overcast clouds
528,Valparaiso,CL,-33.0393,-71.6273,64.63,49,0,11.5,clear sky
529,Ongandjera,NA,-17.8833,15.0667,97.59,7,2,2.86,clear sky
530,Belovo,RU,54.4165,86.2976,34.43,74,0,3.62,clear sky
531,Iqaluit,CA,63.7506,-68.5145,29.93,63,20,3.0,few clouds
532,Srednekolymsk,RU,67.45,153.6833,10.26,97,94,1.7,overcast clouds
533,Kiunga,PG,-6.1219,141.2906,72.21,92,71,2.62,broken clouds
534,Bonnyville,CA,54.2668,-110.735,28.2,63,28,6.2,scattered clouds
535,Ulkan,RU,57.243,107.3223,26.8,43,100,10.76,overcast clouds
536,Zakamensk,RU,50.3741,103.2863,20.77,61,0,3.53,clear sky
537,Koumac,NC,-20.5667,164.2833,70.75,78,35,3.09,scattered clouds
538,Henties Bay,NA,-22.116,14.2845,63.86,70,4,18.75,clear sky
539,Jinchang,CN,38.4953,102.1739,47.26,29,96,5.97,overcast clouds
540,Poronaysk,RU,49.2167,143.1167,35.15,73,6,10.2,clear sky
541,Bereda,ES,43.2686,-7.5406,72.41,63,100,2.93,overcast clouds
542,Saint Anthony,US,45.0205,-93.218,47.25,81,1,3.0,clear sky
543,Ponta Delgada,PT,37.7333,-25.6667,74.12,83,20,11.5,few clouds
544,Whitehorse,CA,60.7161,-135.0538,30.02,83,40,5.01,scattered clouds
545,Kavieng,PG,-2.5744,150.7967,82.71,78,17,12.3,few clouds
546,Arlit,NE,18.7369,7.3853,101.3,6,3,10.25,clear sky
547,Kodinsk,RU,58.6881,99.1844,28.87,76,100,12.59,light snow
548,Rexburg,US,43.826,-111.7897,31.26,80,1,0.0,clear sky
549,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,29,20,31.07,few clouds
550,Vaitape,PF,-16.5167,-151.75,79.99,74,6,16.58,clear sky
551,Broome,US,42.2506,-75.833,74.62,71,1,1.01,clear sky
552,Sarnia,CA,42.9787,-82.4041,60.73,89,75,0.0,light rain
553,Kununurra,AU,-15.7667,128.7333,73.38,49,83,0.0,broken clouds
554,Richards Bay,ZA,-28.783,32.0377,77.7,62,0,17.38,clear sky
555,Pacific Grove,US,36.6177,-121.9166,62.62,42,1,1.01,clear sky
556,Constantine,DZ,36.365,6.6147,67.41,45,40,6.91,scattered clouds
557,Kruisfontein,ZA,-34.0033,24.7314,62.89,70,100,18.05,overcast clouds
558,Bundi,IN,25.4417,75.6417,79.32,28,4,0.67,clear sky
559,Barranca,PE,-10.75,-77.7667,65.39,79,100,8.86,overcast clouds
560,Rio Grande,BR,-32.035,-52.0986,64.51,90,100,23.31,heavy intensity rain
561,Beloha,MG,-25.1667,45.05,86.36,20,3,9.22,clear sky
562,Maragogi,BR,-9.0122,-35.2225,84.09,61,70,12.64,broken clouds
563,Newport,GB,51.5877,-2.9984,59.83,88,100,7.11,overcast clouds
564,Flinders,AU,-34.5833,150.8552,57.18,68,34,5.99,scattered clouds
565,Cody,US,44.5263,-109.0565,31.39,49,1,9.48,clear sky
566,Sol-Iletsk,RU,51.1631,54.9918,53.37,29,100,8.21,overcast clouds
567,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,100,90,2.24,light intensity shower rain
568,Sidrolandia,BR,-20.9319,-54.9614,88.59,42,34,20.2,scattered clouds
569,Berezovyy,RU,51.6667,135.7,25.43,71,100,2.55,overcast clouds
570,Roma,US,43.2128,-75.4557,74.39,93,90,3.44,light rain
571,Yinchuan,CN,38.4681,106.2731,50.47,22,43,9.71,scattered clouds
572,Lampa,CL,-33.2833,-70.9,55.94,54,0,3.44,clear sky
573,Hargeysa,SO,9.56,44.065,77.29,35,8,14.41,clear sky
574,Quelimane,MZ,-17.8786,36.8883,87.75,52,0,21.99,clear sky
575,Jacmel,HT,18.2342,-72.5347,87.64,64,65,0.78,broken clouds
576,Igra,RU,57.5558,53.0547,46.4,77,100,12.21,light rain
577,Sokoni,TZ,-6.4333,39.55,86.29,80,50,13.98,scattered clouds
578,Neiafu,TO,-18.65,-173.9833,66.88,94,20,0.0,few clouds
579,Kawalu,ID,-7.3817,108.2082,71.47,94,99,2.04,overcast clouds
580,Jasper,US,37.2001,-94.3502,63.82,90,90,1.99,overcast clouds
581,Ambilobe,MG,-13.2,49.05,80.42,54,43,6.35,scattered clouds
582,Nyandoma,RU,61.669,40.1991,35.64,95,74,3.87,broken clouds
583,Beruwala,LK,6.4788,79.9828,80.83,83,27,12.24,scattered clouds
584,Iquitos,PE,-3.7481,-73.2472,84.24,74,0,6.91,light rain
585,Turayf,SA,31.6725,38.6637,95.25,20,0,9.22,clear sky
586,Verkhnetulomskiy,RU,68.6073,31.7962,41.13,97,100,6.2,overcast clouds
587,Bartica,GY,6.4,-58.6167,89.92,54,71,3.76,broken clouds
588,Ginda,IN,30.6945,78.4932,60.28,46,0,7.54,clear sky
589,Rubtsovsk,RU,51.5,81.25,38.84,68,3,10.09,clear sky
590,Indiana,US,40.0003,-86.2503,69.51,96,90,3.44,mist
591,Tuburan,PH,6.6439,122.2736,82.09,78,100,6.15,overcast clouds
592,Kirksville,US,40.1948,-92.5833,54.05,65,1,1.99,clear sky
593,Estacion Coahuila,MX,32.1939,-115.0017,64.96,18,0,12.33,clear sky
594,Caravelas,BR,-17.7125,-39.2481,84.52,61,99,10.67,overcast clouds
595,Saint-Pierre,RE,-21.3393,55.4781,74.88,79,0,26.46,clear sky
596,Gigmoto,PH,13.7796,124.39,79.34,86,35,6.26,scattered clouds
597,Beni,CD,0.5,29.4667,65.14,99,100,4.45,moderate rain
598,Marawi,PH,7.9986,124.2928,65.64,90,100,3.2,overcast clouds
599,Asfi,MA,32.2994,-9.2372,74.17,69,20,15.52,few clouds
600,Bhadrak,IN,21.0633,86.5054,79.84,89,100,4.18,overcast clouds
601,Jinka,ET,5.65,36.65,72.9,59,51,3.11,broken clouds
602,Namibe,AO,-15.1961,12.1522,68.72,72,18,11.45,few clouds
603,Igrim,RU,63.1906,64.4162,43.09,73,100,7.87,overcast clouds
604,Inirida,CO,3.8653,-67.9239,91.71,56,81,1.28,broken clouds
605,Gillette,US,44.2911,-105.5022,34.68,71,75,10.0,broken clouds
606,Tessalit,ML,20.1986,1.0114,99.93,6,63,5.26,broken clouds
607,Santa Rosa,PH,14.3122,121.1114,82.38,87,88,6.76,overcast clouds
608,Lucea,JM,18.451,-78.1736,85.86,65,1,4.74,clear sky
609,Govindgarh,IN,27.5,76.9833,84.38,29,0,3.6,clear sky
610,Carlsbad,US,33.1581,-117.3506,74.66,33,1,1.01,clear sky
611,Marang,MY,5.2056,103.2059,80.51,82,100,3.51,overcast clouds
612,Raudeberg,NO,61.9875,5.1352,45.27,84,100,5.01,light rain
613,Tabursuq,TN,36.4569,9.2475,68.29,48,0,16.26,clear sky
614,Hambantota,LK,6.1241,81.1185,80.94,89,40,5.75,scattered clouds
615,Zabid,YE,14.1951,43.3152,90.55,44,92,7.0,overcast clouds
616,Kichera,RU,55.9375,110.0997,16.47,61,71,1.19,broken clouds
617,Jieshi,CN,22.8134,115.8257,77.95,86,96,8.57,overcast clouds
618,Brae,GB,60.3964,-1.353,49.91,71,99,27.92,overcast clouds
619,Erzin,TR,36.9559,36.2,82.92,61,23,5.08,few clouds
620,Byron Bay,AU,-28.65,153.6167,66.16,49,0,7.47,clear sky
621,Puqi,CN,29.7167,113.8833,58.57,87,100,12.37,overcast clouds
622,Nabire,ID,-3.3667,135.4833,76.75,90,99,3.27,overcast clouds
623,Amot,NO,59.5714,7.9877,46.51,61,85,13.18,overcast clouds
624,Wonogiri,ID,-7.8144,110.9259,76.64,80,100,5.82,overcast clouds
625,Pringsewu,ID,-5.3582,104.9744,75.0,96,62,3.71,broken clouds
626,Sinnamary,GF,5.3833,-52.95,87.01,62,53,10.04,broken clouds
627,Geraldton,AU,-28.7667,114.6,60.13,94,2,4.61,clear sky
628,Obo,CF,5.3998,26.4869,78.82,82,94,3.36,light rain
629,Madarounfa,NE,13.3087,7.156,98.87,9,99,4.81,overcast clouds
630,Dodola,ET,6.9833,39.1833,54.81,82,54,3.58,broken clouds
631,Novoagansk,RU,61.9449,76.6625,43.5,87,99,10.89,overcast clouds
632,Veinticinco De Mayo,AR,-35.4323,-60.1727,60.98,45,0,3.0,clear sky
633,Semey,KZ,50.4111,80.2275,41.22,75,0,8.95,clear sky
634,Say,NE,13.1007,2.3689,104.56,12,7,10.16,clear sky
635,Pauini,BR,-7.7136,-66.9764,99.66,32,51,5.35,broken clouds
636,Stefan Cel Mare,RO,46.9833,26.5167,54.28,43,56,10.96,broken clouds
637,Balakhonovskoye,RU,44.7767,41.7842,60.73,44,9,8.72,clear sky
638,Cherdakly,RU,54.3594,48.845,48.15,57,90,11.18,overcast clouds
639,Svetlyy,RU,54.675,20.1347,53.65,78,100,24.02,light rain
640,Maceio,BR,-9.6658,-35.7353,89.04,62,75,8.05,broken clouds
641,Atbasar,KZ,51.8,68.3333,46.27,64,5,6.15,clear sky
642,Linxia,CN,35.6003,103.2064,41.34,88,99,2.53,overcast clouds
643,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,93,75,17.27,broken clouds
644,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,11.5,clear sky
645,Talas,TR,38.6908,35.5538,72.27,23,0,0.0,clear sky
646,Zolochiv,UA,49.806,24.8944,55.87,49,23,7.02,few clouds
647,Vostok,RU,46.4856,135.8833,24.55,87,6,4.68,clear sky
648,Isparta,TR,38.0,31.0,61.56,38,7,6.64,clear sky
649,Dosso,NE,13.049,3.1937,100.81,15,6,5.5,clear sky
650,Aldergrove,CA,49.058,-122.4709,52.95,96,90,2.3,light rain
651,Porto Walter,BR,-8.2686,-72.7439,95.74,37,97,4.63,overcast clouds
652,Betioky,MG,-23.7167,44.3833,94.28,12,62,7.25,broken clouds
653,Yurginskoye,RU,56.8189,67.3921,46.13,71,56,9.13,broken clouds
654,Meadow Lake,US,34.8014,-106.5436,47.41,59,0,12.64,clear sky
655,Dumai,ID,1.6833,101.45,78.15,88,21,1.39,few clouds
656,Saveh,IR,35.0213,50.3566,77.79,18,20,6.53,few clouds
657,Valdivia,CL,-39.8142,-73.2459,48.29,61,97,3.62,overcast clouds
658,Kotelnikovo,RU,47.6317,43.1461,53.19,58,100,6.82,overcast clouds
659,Frontera,MX,26.9333,-101.45,78.94,62,1,2.55,clear sky
660,Tual,ID,-5.6667,132.75,83.41,75,81,8.52,broken clouds
661,Ayan,RU,56.45,138.1667,28.26,50,15,13.09,few clouds
662,Paso De Los Toros,UY,-32.8167,-56.5167,59.34,62,100,16.87,overcast clouds
663,Ossora,RU,59.2353,163.0719,28.56,95,100,19.93,snow
664,Villa Bruzual,VE,9.3328,-69.1208,88.75,63,17,2.91,few clouds
665,Xuanhua,CN,40.6103,115.0447,37.51,28,0,14.67,clear sky
666,Ayacucho,PE,-13.1583,-74.2239,64.26,45,20,4.61,few clouds
667,Batagay,RU,67.6333,134.6333,11.55,97,97,1.86,overcast clouds
668,Amapa,BR,1.0,-52.0,94.89,33,54,6.22,broken clouds
669,Northam,GB,51.0333,-4.2167,63.72,75,88,4.0,overcast clouds
670,Bayburt,TR,40.2589,40.2278,62.8,39,69,3.62,broken clouds
671,Port Moresby,PG,-9.4431,147.1797,74.62,94,75,3.44,broken clouds
672,Celestun,MX,20.8667,-90.4,83.79,65,15,4.54,few clouds
673,Dinguiraye,GN,11.3,-10.7167,89.01,45,31,4.59,scattered clouds
674,Faya,SA,18.3851,42.4509,77.11,22,0,10.85,clear sky
675,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,70.45,97,100,8.66,moderate rain
676,Sokur,RU,55.2093,83.319,36.99,78,0,5.68,clear sky
677,Nicoya,CR,10.1483,-85.452,74.75,81,100,1.66,overcast clouds
678,Galesong,ID,-5.3166,119.3661,80.62,82,93,7.58,overcast clouds
679,Carutapera,BR,-1.195,-46.02,86.43,64,90,9.44,overcast clouds
680,Hunterville,NZ,-39.9333,175.5667,46.54,98,7,4.59,clear sky
681,Lawrenceburg,US,38.0373,-84.8966,73.87,82,90,4.0,overcast clouds
682,Mikkeli,FI,61.6886,27.2723,46.51,93,90,12.66,overcast clouds
683,Seydi,TM,39.4816,62.9137,60.89,16,16,10.38,few clouds
684,Kahului,US,20.8947,-156.47,75.85,87,90,5.75,light rain
685,Nishihara,JP,26.1842,127.7558,79.88,82,20,4.61,few clouds
686,Bundaberg,AU,-24.85,152.35,70.09,100,75,4.61,broken clouds
687,Troitskoye,RU,52.9821,84.6757,36.27,73,0,7.99,clear sky
688,Mount Pleasant,US,32.7941,-79.8626,81.99,78,1,1.99,clear sky
689,Tautira,PF,-17.7333,-149.15,75.22,79,30,15.14,light rain
690,Marzuq,YE,14.4,46.4667,83.16,15,57,12.12,broken clouds
691,Mandera,KE,3.9366,41.867,95.41,28,73,5.75,broken clouds
692,Bogorodskoye,RU,56.55,37.8833,41.68,77,65,11.07,broken clouds
693,Kungurtug,RU,50.5994,97.5228,19.4,76,3,3.02,clear sky
694,Auki,SB,-8.7676,160.7034,77.4,88,100,3.49,overcast clouds
695,Manacapuru,BR,-3.2997,-60.6206,91.98,36,70,6.13,broken clouds
696,Duncan,US,34.5023,-97.9578,59.36,65,10,21.5,clear sky
697,Lumberton,US,34.6182,-79.0086,78.46,44,22,5.77,few clouds
698,Statesboro,US,32.4488,-81.7832,78.94,69,1,0.0,clear sky
699,Oksfjord,NO,70.2396,22.3479,37.58,84,93,3.18,overcast clouds
700,Nuevo Casas Grandes,MX,30.4167,-107.9167,59.09,42,0,2.62,clear sky
701,Arman,RU,59.7,150.1667,19.58,58,1,12.26,clear sky
702,Boissevain,CA,49.2306,-100.0559,37.9,77,100,14.74,overcast clouds
703,Pemangkat,ID,1.1667,108.9667,80.85,81,76,0.49,broken clouds
